Damage category,Unit,ENTSO-E energy mix,CH future energy mix,CH wind energy,Heat loss optimized with ENTSO-E,Heat loss optimized with CH wind energy
ES,Pt,47.312017,36.22432,31.280968,40.431535,18.47777
