Damage category,Unit,ENTSO-E,CH future energy mix,CH wind,Heat loss optimized with ENTSO-E,Heat loss optimized with CH wind
GWP100,kg CO2-eq,0.072359846,0.043229742,0.0377773,0.078761998,0.031402835
